Name,Category,Mention Count,Sample Files
Jeffrey Epstein,core,1371,EFTA00024875; EFTA00026428; EFTA00026703; EFTA00023813; EFTA00024265
"Jeffrey
Sent",unknown,3,EFTA00018166; EFTA00018167; EFTA00027244
Insider Trading,unknown,3,EFTA00018466; EFTA00018441; EFTA00032932
Nobel Prize,unknown,3,EFTA00018466; EFTA00018441; EFTA00013640
"Markus
Markus",unknown,3,EFTA00018026; EFTA00031442; EFTA00029695
"Koontz
Lead",unknown,3,EFTA00019137; EFTA00013202; EFTA00029487
"Nick
Nicholas",unknown,3,EFTA00019137; EFTA00013202; EFTA00029487
Flight Time,unknown,3,EFTA00019441; EFTA00019444; EFTA00030273
Nautical Miles,unknown,3,EFTA00019441; EFTA00019444; EFTA00030273
Statute Miles,unknown,3,EFTA00019441; EFTA00019444; EFTA00030273
Identifier Defined,unknown,3,EFTA00019441; EFTA00019444; EFTA00030273
Type Size,unknown,3,EFTA00018089; EFTA00030391; EFTA00031247
Epstein Privilege,core,3,EFTA00018089; EFTA00028117; EFTA00028757
"Update
From",unknown,3,EFTA00018977; EFTA00032926; EFTA00032148
"Epstein
From",core,3,EFTA00018565; EFTA00032152; EFTA00013194
Rivkin Radler,unknown,3,EFTA00032583; EFTA00032913; EFTA00032317
Capital Markets,unknown,3,EFTA00032583; EFTA00032738; EFTA00032623
Garvey Schubert,unknown,3,EFTA00032583; EFTA00032556; EFTA00032317
Bid For,unknown,3,EFTA00032583; EFTA00032454; EFTA00030281
Wilson Sonsini,unknown,3,EFTA00032583; EFTA00032691; EFTA00032400
"Law
Epstein",core,3,EFTA00032583; EFTA00032556; EFTA00032454
"Marc Femich
To",unknown,3,EFTA00032972; EFTA00030227; EFTA00030238
Midsized White,unknown,3,EFTA00032932; EFTA00032938; EFTA00032947
Cahill Gordon,unknown,3,EFTA00032932; EFTA00032556; EFTA00032906
Investigations Associate,unknown,3,EFTA00032932; EFTA00032938; EFTA00032947
Blank Rome,unknown,3,EFTA00032932; EFTA00032732; EFTA00030281
"Security
Read",unknown,3,EFTA00032913; EFTA00032341; EFTA00032349
South Carolina,unknown,3,EFTA00032341; EFTA00032518; EFTA00032400
Practice Groups,unknown,3,EFTA00032341; EFTA00032942; EFTA00032951
House Judiciary,unknown,3,EFTA00032518; EFTA00032951; EFTA00030767
Olympic Committee,unknown,3,EFTA00032518; EFTA00032577; EFTA00032922
Katten Muchin,unknown,3,EFTA00032556; EFTA00032642; EFTA00032623
Washington Nationals,unknown,3,EFTA00032556; EFTA00032938; EFTA00030281
Global Inc,unknown,3,EFTA00032556; EFTA00032577; EFTA00032938
Florida Science,unknown,3,EFTA00032238; EFTA00014044; EFTA00027591
Robins Kaplan,unknown,3,EFTA00032317; EFTA00032691; EFTA00011404
Access to Justice Law,unknown,3,EFTA00032317; EFTA00032448; EFTA00032906
Lewis Brisbois,unknown,3,EFTA00032317; EFTA00032951; EFTA00032947
Greenspoon Marder,unknown,3,EFTA00032317; EFTA00032893; EFTA00032303
Chuck Grassley,unknown,3,EFTA00032577; EFTA00029471; EFTA00030767
Pretrial Motions,unknown,3,EFTA00032790; EFTA00009890; EFTA00028137
Skype Technologies,unknown,3,EFTA00032562; EFTA00032906; EFTA00032633
Satellite Public,unknown,3,EFTA00032562; EFTA00032951; EFTA00032691
Exxon Mobil,unknown,3,EFTA00032562; EFTA00032400; EFTA00030767
Eleven Inc,unknown,3,EFTA00032562; EFTA00032732; EFTA00032738
Sierra Club,unknown,3,EFTA00032562; EFTA00032623; EFTA00032633
Duane Morris,unknown,3,EFTA00032307; EFTA00032901; EFTA00032938
Medical Records,unknown,3,EFTA00032355; EFTA00009676; EFTA00030569
General Administrative,unknown,3,EFTA00033804; EFTA00032162; EFTA00032157
Reason Not,unknown,3,EFTA00033804; EFTA00033825; EFTA00033843
"Prisons
Time",unknown,3,EFTA00033545; EFTA00027102; EFTA00030457
But Unclassified,unknown,3,EFTA00033545; EFTA00027102; EFTA00030457
Accounting Oversight,unknown,3,EFTA00032454; EFTA00027307; EFTA00031263
Public Company,unknown,3,EFTA00032454; EFTA00027307; EFTA00031263
Ogletree Deakins,unknown,3,EFTA00032448; EFTA00032893; EFTA00032976
Bar Association,unknown,3,EFTA00032732; EFTA00032303; EFTA00030767
Adult Local,unknown,3,EFTA00033486; EFTA00033520; EFTA00028723
Holdings Inc,unknown,3,EFTA00032738; EFTA00032642; EFTA00032349
Norton Rose,unknown,3,EFTA00032906; EFTA00032901; EFTA00032893
Mail Delivery,unknown,3,EFTA00032381; EFTA00033702; EFTA00010153
Mail Delivery Subsystem,unknown,3,EFTA00032381; EFTA00033702; EFTA00010153
President Joe,unknown,3,EFTA00032897; EFTA00032691; EFTA00032872
Epstein Litigation,core,3,EFTA00031968; EFTA00031969; EFTA00031727
Cable News,unknown,3,EFTA00032938; EFTA00032691; EFTA00030767
Network Inc,unknown,3,EFTA00032938; EFTA00032691; EFTA00030767
President Clinton,political,3,EFTA00032130; EFTA00013635; EFTA00031733
Malpractice Suit,unknown,3,EFTA00032633; EFTA00032349; EFTA00011404
Edit Notification,unknown,3,EFTA00032517; EFTA00029191; EFTA00031400
Federal Circuit,unknown,3,EFTA00032549; EFTA00032956; EFTA00032400
Harvard Law,unknown,3,EFTA00032549; EFTA00013630; EFTA00013649
East Ridgewood,unknown,3,EFTA00032687; EFTA00030802; EFTA00031575
John Roth,unknown,3,EFTA00013482; EFTA00013469; EFTA00013994
"Subject
Epstein",core,3,EFTA00013619; EFTA00013515; EFTA00013758
Wednesda Jul,unknown,3,EFTA00013245; EFTA00027729; EFTA00030792
Frida August,unknown,3,EFTA00014120; EFTA00014071; EFTA00013942
Insurance Corporation,unknown,3,EFTA00011051; EFTA00010786; EFTA00010767
Alpha Capital,unknown,3,EFTA00011051; EFTA00010819; EFTA00010767
Legal Information,unknown,3,EFTA00010724; EFTA00010786; EFTA00027528
Brian Colleran,unknown,3,EFTA00010724; EFTA00010786; EFTA00027528
"Principal
Deputy",unknown,3,EFTA00010724; EFTA00010786; EFTA00027528
Cleveland Friday,unknown,3,EFTA00010724; EFTA00010786; EFTA00027528
"Wikipedia
August",unknown,3,EFTA00010724; EFTA00010786; EFTA00027528
Chad Readier,unknown,3,EFTA00010724; EFTA00010786; EFTA00027528
Republican President,unknown,3,EFTA00010724; EFTA00010786; EFTA00027528
"Bistricers
Feinberg",unknown,3,EFTA00010724; EFTA00010786; EFTA00027528
Trump Ohio,political,3,EFTA00010724; EFTA00010786; EFTA00027528
Chad Andrew,political,3,EFTA00010724; EFTA00010786; EFTA00027528
"Schwarzman
Epstein",core,3,EFTA00010724; EFTA00010786; EFTA00027528
"Danaos
Trump",political,3,EFTA00010724; EFTA00010786; EFTA00027528
Act Statement,unknown,3,EFTA00011531; EFTA00012111; EFTA00010620
Aviation Registry,unknown,3,EFTA00011531; EFTA00012111; EFTA00010620
Date Placed,unknown,3,EFTA00011531; EFTA00012111; EFTA00010620
Model Present,unknown,3,EFTA00011531; EFTA00012111; EFTA00010620
Registration File,unknown,3,EFTA00011531; EFTA00012111; EFTA00010620
Gulfstream Aerospace,unknown,3,EFTA00011531; EFTA00010620; EFTA00011669
Present Registration,unknown,3,EFTA00011531; EFTA00012111; EFTA00010620
Registration Branch,unknown,3,EFTA00011531; EFTA00012111; EFTA00010620
Civil Avi,unknown,3,EFTA00011531; EFTA00012111; EFTA00010620
Flight Standards,unknown,3,EFTA00011531; EFTA00012111; EFTA00010620
Common Registration,unknown,3,EFTA00011531; EFTA00012111; EFTA00010620
Mail Drop,unknown,3,EFTA00011531; EFTA00012111; EFTA00010620
Registered Owners,unknown,3,EFTA00011531; EFTA00012111; EFTA00010620
"Branch
Signature",unknown,3,EFTA00011531; EFTA00012111; EFTA00010620
Aviation Administration,unknown,3,EFTA00011531; EFTA00012111; EFTA00010620
Title Requirements,unknown,3,EFTA00011531; EFTA00012111; EFTA00010620
Preclude Testimony,unknown,3,EFTA00010184; EFTA00010217; EFTA00029180
Tammy_Torres,unknown,3,EFTA00009827; EFTA00009832; EFTA00028136
Defense Rule,unknown,3,EFTA00009985; EFTA00028272; EFTA00029574
"Information
Act",unknown,3,EFTA00011386; EFTA00014046; EFTA00013680
"Epstein
Jay",core,3,EFTA00013521; EFTA00013750; EFTA00013706
"Legislation
Child",unknown,3,EFTA00010130; EFTA00010132; EFTA00010129
Telegraph Media,unknown,3,EFTA00013181; EFTA00031704; EFTA00031705
"Telegraph
Media",unknown,3,EFTA00013181; EFTA00031704; EFTA00031705
The Invisible,unknown,3,EFTA00011438; EFTA00011441; EFTA00011440
Dade County,unknown,3,EFTA00010507; EFTA00013811; EFTA00027666
Brickell Avenue,unknown,3,EFTA00013497; EFTA00013610; EFTA00013725
Espirito Santo,unknown,3,EFTA00013497; EFTA00013610; EFTA00013725
And Boies,unknown,3,EFTA00011452; EFTA00029077; EFTA00029816
Sealed Memorandum,unknown,3,EFTA00011452; EFTA00029077; EFTA00029816
Comply With,unknown,3,EFTA00011452; EFTA00029077; EFTA00029816
The Settlement,unknown,3,EFTA00011452; EFTA00029077; EFTA00029816
Civil Protective,unknown,3,EFTA00011452; EFTA00029077; EFTA00029816
Order Granting,unknown,3,EFTA00011452; EFTA00029077; EFTA00029816
Sealed Affirmation,unknown,3,EFTA00011452; EFTA00029077; EFTA00029816
Sealed Letter,unknown,3,EFTA00011452; EFTA00029077; EFTA00029816
"Chief
Judge",unknown,3,EFTA00011452; EFTA00029077; EFTA00029816
Manhattan Review,unknown,3,EFTA00011452; EFTA00029077; EFTA00029816
Hudson Hall,unknown,3,EFTA00011452; EFTA00029077; EFTA00029816
"Maxwell
Counts",accomplice,3,EFTA00011452; EFTA00029077; EFTA00029816
Which Maxwell,accomplice,3,EFTA00011452; EFTA00029077; EFTA00029816
"Nathan NYSD Chambers
Sent",unknown,3,EFTA00011135; EFTA00009897; EFTA00028277
Appellate Counsel,unknown,3,EFTA00009832; EFTA00027563; EFTA00027565
"Max
Foundation",unknown,3,EFTA00013216; EFTA00010287; EFTA00028045
"Montepelier
Trust",unknown,3,EFTA00013216; EFTA00010287; EFTA00028045
Terramar Project,unknown,3,EFTA00013216; EFTA00010287; EFTA00028045
Name Office,unknown,3,EFTA00010700; EFTA00010277; EFTA00027830
"Meet
Start",unknown,3,EFTA00013475; EFTA00013488; EFTA00029175
Motor Vehicles,unknown,3,EFTA00013890; EFTA00010496; EFTA00029621
Highway Safety,unknown,3,EFTA00013890; EFTA00010496; EFTA00029621
French Code,unknown,3,EFTA00011221; EFTA00013307; EFTA00027360
Lili Ann,unknown,3,EFTA00013706; EFTA00013708; EFTA00013758
Return Date,unknown,3,EFTA00010277; EFTA00027224; EFTA00027830
"Ethics
Part",unknown,3,EFTA00009798; EFTA00009794; EFTA00009796
Subchapter B. Government,unknown,3,EFTA00009798; EFTA00009794; EFTA00009796
Administrative Personnel,unknown,3,EFTA00009798; EFTA00009794; EFTA00009796
Biscayne Blvd,unknown,3,EFTA00013587; EFTA00014144; EFTA00013949
East Building,unknown,3,EFTA00009924; EFTA00029273; EFTA00029965
Seizure Warrant,unknown,3,EFTA00028388; EFTA00028499; EFTA00029476
"Epstein
Class",core,3,EFTA00029506; EFTA00029508; EFTA00029504
The Inspector,unknown,3,EFTA00029471; EFTA00027307; EFTA00031263
"Fro
T
Subject",unknown,3,EFTA00027847; EFTA00030371; EFTA00031485
Federal Prison,unknown,3,EFTA00027247; EFTA00030958; EFTA00030959
"Normal
Received",unknown,3,EFTA00031013; EFTA00031314; EFTA00030267
"Photos
Date",unknown,3,EFTA00030612; EFTA00030613; EFTA00030590
Tax Year,unknown,3,EFTA00031569; EFTA00029621; EFTA00030126
"Interlochen
Arts",unknown,2,EFTA00026851; EFTA00019503
Interlochen Arts,unknown,2,EFTA00026851; EFTA00019503
"Sigrid McCawley
EFTA",attorney,2,EFTA00026800; EFTA00025312
Lays Off,unknown,2,EFTA00026428; EFTA00032549
Small Business,unknown,2,EFTA00026428; EFTA00026939
Associates Ltd,unknown,2,EFTA00026428; EFTA00011669
Pacific Northwest,unknown,2,EFTA00026428; EFTA00018300
Ghidotti Berger,unknown,2,EFTA00026428; EFTA00025392
"Partner
Winston",unknown,2,EFTA00026848; EFTA00025103
Unit Updates,unknown,2,EFTA00024930; EFTA00010464
Andrew Strickler,political,2,EFTA00026703; EFTA00030155
Jeff Jocks gocksPsondeeracine,unknown,2,EFTA00025018; EFTA00013279
"Froml
Sent",unknown,2,EFTA00026808; EFTA00030640
"Hey
When",unknown,2,EFTA00024921; EFTA00023688
Disseminate Only,unknown,2,EFTA00024270; EFTA00032998
Not Applicable,unknown,2,EFTA00024270; EFTA00011669
Clematis Street,unknown,2,EFTA00024270; EFTA00030866
Google Maps,unknown,2,EFTA00024265; EFTA00019640
Jesse Mautner,unknown,2,EFTA00026547; EFTA00031238
Stephanie Clifford,unknown,2,EFTA00026622; EFTA00025171
"USANYS
Cc",unknown,2,EFTA00027030; EFTA00031914
Witness Place,unknown,2,EFTA00025226; EFTA00025225
Inspector Employee,unknown,2,EFTA00025226; EFTA00025225
"Signature
General",unknown,2,EFTA00025226; EFTA00025225
"Name
General",unknown,2,EFTA00025226; EFTA00025225
"Time
Name",unknown,2,EFTA00025226; EFTA00025225
Community Hospital,unknown,2,EFTA00024019; EFTA00031435
Death Location,unknown,2,EFTA00024019; EFTA00031435
Register Num,unknown,2,EFTA00024019; EFTA00031435
"Death
Tony",unknown,2,EFTA00024019; EFTA00031435
Community Hos,unknown,2,EFTA00024019; EFTA00031435
Fang Xin,unknown,2,EFTA00024019; EFTA00031435
Unit Hanging,unknown,2,EFTA00024019; EFTA00031435
Dru Overdose,unknown,2,EFTA00024019; EFTA00031435
Eyes Only,unknown,2,EFTA00024019; EFTA00031435
"Epstein
Why",core,2,EFTA00024723; EFTA00020174
Critical Mention,unknown,2,EFTA00026618; EFTA00009823
"Chief
Thank",unknown,2,EFTA00024356; EFTA00024354
Sponsored Content,unknown,2,EFTA00026424; EFTA00032804
The Motley,unknown,2,EFTA00026424; EFTA00010819
Monde Jul,unknown,2,EFTA00024564; EFTA00014514
Maxwell Response,accomplice,2,EFTA00024952; EFTA00028106
Exact Source,unknown,2,EFTA00026487; EFTA00019464
Kaplan Ilecker,unknown,2,EFTA00025349; EFTA00010437
"Hey
Both",unknown,2,EFTA00025129; EFTA00022344
"Yup
From",unknown,2,EFTA00025129; EFTA00022539
"Office
Original",unknown,2,EFTA00023707; EFTA00009977
Minute Entry,unknown,2,EFTA00024772; EFTA00032698
"Letters
Date",unknown,2,EFTA00023909; EFTA00032017
Jury Assembly,unknown,2,EFTA00024443; EFTA00020393
"Warrant
Dear",unknown,2,EFTA00026521; EFTA00037952
"Challenges
The",unknown,2,EFTA00026434; EFTA00030247
Senate Republicans,unknown,2,EFTA00026434; EFTA00025443
Collins Case,unknown,2,EFTA00026434; EFTA00032913
Gig Faces,unknown,2,EFTA00026434; EFTA00032913
"Trial
The",unknown,2,EFTA00026434; EFTA00032459
Associates Hit,unknown,2,EFTA00026434; EFTA00032913
Stoel Rives,unknown,2,EFTA00026434; EFTA00026451
Susman Godfrey,unknown,2,EFTA00026434; EFTA00032976
Elizabeth Warren,unknown,2,EFTA00026434; EFTA00030767
Speed Judicial,unknown,2,EFTA00026434; EFTA00032577
Firm With,unknown,2,EFTA00026434; EFTA00032913
Student Backlash,unknown,2,EFTA00026434; EFTA00032913
Bridgestone Corp,unknown,2,EFTA00026434; EFTA00011404
Epstein Deutsche,core,2,EFTA00023538; EFTA00025128
"Defendant
Noel",unknown,2,EFTA00023756; EFTA00023768
Lieutenant Log,unknown,2,EFTA00023756; EFTA00035808
Jamel Floyd,unknown,2,EFTA00023756; EFTA00023768
Unit Regulations,unknown,2,EFTA00023756; EFTA00023768
Inquiry Report,unknown,2,EFTA00023756; EFTA00023768
Maxwell Cover,accomplice,2,EFTA00025277; EFTA00018992
New Case,unknown,2,EFTA00024404; EFTA00020425
Advanced Person,unknown,2,EFTA00025540; EFTA00038132
The Defendants,unknown,2,EFTA00024985; EFTA00014881
The Plaintiff,unknown,2,EFTA00024985; EFTA00014881
"Roberta Kaplan ca
Cc",unknown,2,EFTA00025495; EFTA00023290
Ghislaine Borgerson,unknown,2,EFTA00025123; EFTA00038404
"Sealed
The",unknown,2,EFTA00025062; EFTA00023462
Victim Services,unknown,2,EFTA00025008; EFTA00025006
Additional Notes,unknown,2,EFTA00025008; EFTA00037818
"Would
Monday",unknown,2,EFTA00025081; EFTA00020907
Scotland Group,unknown,2,EFTA00025526; EFTA00030281
Trade Secrets,unknown,2,EFTA00025526; EFTA00032732
Constitutional Law,unknown,2,EFTA00025526; EFTA00020541
The Royal,unknown,2,EFTA00025526; EFTA00030281
Pennsylvania Supreme,unknown,2,EFTA00025526; EFTA00026451
"Spalding
Kirkland",unknown,2,EFTA00025526; EFTA00032317
Getty Images,unknown,2,EFTA00025526; EFTA00030767
New Yorker,unknown,2,EFTA00025526; EFTA00022173
Proskauer Rose,unknown,2,EFTA00025526; EFTA00032932
Kuck Baxter,unknown,2,EFTA00025526; EFTA00030767
Illinois Attorney,unknown,2,EFTA00025526; EFTA00032341
Cotchett Pitre,unknown,2,EFTA00025526; EFTA00032556
Federalist Society,unknown,2,EFTA00025526; EFTA00032942
Secured Overnight,unknown,2,EFTA00025526; EFTA00032901
The Biggest,unknown,2,EFTA00025526; EFTA00032922
Equitable Life,unknown,2,EFTA00025526; EFTA00017074
Equal Pay,unknown,2,EFTA00025526; EFTA00030767
Ten Broadcast,unknown,2,EFTA00023771; EFTA00018556
"Important
Date",unknown,2,EFTA00023771; EFTA00018556
kathryn milofsky,unknown,2,EFTA00023771; EFTA00030378
News Facebook,unknown,2,EFTA00023771; EFTA00018556
Third Floor,unknown,2,EFTA00023993; EFTA00036893
Film Products,unknown,2,EFTA00023895; EFTA00028903
Miller Michael,unknown,2,EFTA00024359; EFTA00029720
"Alison
From",unknown,2,EFTA00024672; EFTA00028168
Stift Officer,unknown,2,EFTA00025420; EFTA00019348
"Forfeiture
Not",unknown,2,EFTA00026446; EFTA00026691
Related Expenses,unknown,2,EFTA00026446; EFTA00026691
Large Case,unknown,2,EFTA00026446; EFTA00026691
Fifth Fraud,unknown,2,EFTA00026446; EFTA00026691
"Moot
Start",unknown,2,EFTA00024014; EFTA00020400
Health Director,unknown,2,EFTA00025443; EFTA00032633
North Charleston,unknown,2,EFTA00025443; EFTA00031495
Rachael Bade,unknown,2,EFTA00025443; EFTA00021202
Seth Meyers,unknown,2,EFTA00025443; EFTA00032518
Southwest Airlines,unknown,2,EFTA00025443; EFTA00032400
Flagler Drive,unknown,2,EFTA00023557; EFTA00020703
Plaintiffs Notice,unknown,2,EFTA00023557; EFTA00021968
"Maxwell
Dear",accomplice,2,EFTA00026840; EFTA00026637
Business Insider,unknown,2,EFTA00026467; EFTA00028352
The South,unknown,2,EFTA00026467; EFTA00021202
South African,unknown,2,EFTA00026467; EFTA00024175
Laura A. Henninger,unknown,2,EFTA00026890; EFTA00020322
North Elevation,unknown,2,EFTA00025135; EFTA00025132
Birth Certificates,unknown,2,EFTA00024907; EFTA00010104
Work Statement,unknown,2,EFTA00024824; EFTA00026939
Maxwell Fails,accomplice,2,EFTA00025441; EFTA00021906
Presidential Way,unknown,2,EFTA00025558; EFTA00025624
Microsoft Windows,unknown,2,EFTA00025273; EFTA00029601
Case Caption,unknown,2,EFTA00025533; EFTA00021298
"Mike
Danchuk",unknown,2,EFTA00023536; EFTA00016311
The Sun,unknown,2,EFTA00025545; EFTA00037176
Anonymized Index,unknown,2,EFTA00025239; EFTA00027732
Thirty Minute,unknown,2,EFTA00025239; EFTA00027732
Materials Not,unknown,2,EFTA00025239; EFTA00027732
"Organize
Class",unknown,2,EFTA00026687; EFTA00023103
Suzanne Jaffe,unknown,2,EFTA00025103; EFTA00032336
"Gary Bloxsome
To",unknown,2,EFTA00023783; EFTA00023791
Negotiation Period,unknown,2,EFTA00023783; EFTA00023791
"Dear
Geoffrey",unknown,2,EFTA00023783; EFTA00023791
Janus Henderson,unknown,2,EFTA00025258; EFTA00032459
The Financial,unknown,2,EFTA00025258; EFTA00010819
Wilson Elser,unknown,2,EFTA00025258; EFTA00032633
Ohio House,unknown,2,EFTA00025258; EFTA00032633
Liberty Mutual,unknown,2,EFTA00025258; EFTA00032901
Glancy Prongay,unknown,2,EFTA00025258; EFTA00032913
Trump Tax,political,2,EFTA00025258; EFTA00032349
Angel Trumpets,political,2,EFTA00023641; EFTA00023624
Short Fonn,unknown,2,EFTA00025272; EFTA00031423
Sixth Production,unknown,2,EFTA00024819; EFTA00030562
Subpoena Issued,unknown,2,EFTA00024449; EFTA00024447
Epstein Claims,core,2,EFTA00026735; EFTA00037509
Old Bailey,unknown,2,EFTA00026542; EFTA00030798
"Time
Accepted",unknown,2,EFTA00024850; EFTA00024854
Compelled Interview,unknown,2,EFTA00025223; EFTA00022062
"Office
From",unknown,2,EFTA00025223; EFTA00036018
Funds may be available for expenses incurred in connection with the identification,unknown,2,EFTA00026447; EFTA00025189
Budget Officer,unknown,2,EFTA00026447; EFTA00025189
Not Reimbursable,unknown,2,EFTA00026447; EFTA00025189
Expense Amount,unknown,2,EFTA00026447; EFTA00025189
Assets Forfeiture,unknown,2,EFTA00026447; EFTA00025189
Specify Expense,unknown,2,EFTA00026447; EFTA00025189
Amount Associated,unknown,2,EFTA00026447; EFTA00025189
Expense Type,unknown,2,EFTA00026447; EFTA00025189
Estimated Amount,unknown,2,EFTA00026447; EFTA00025189
Travel Expenses,unknown,2,EFTA00026447; EFTA00025189
"Steve
Bannon",unknown,2,EFTA00025553; EFTA00030999
Tomback I Partner,unknown,2,EFTA00026530; EFTA00026534
"Andrew
Subject",political,2,EFTA00026530; EFTA00024303
Assets Held,unknown,2,EFTA00026279; EFTA00025624
Increase Basis,unknown,2,EFTA00026279; EFTA00025624
Taxpayer Declarations,unknown,2,EFTA00026279; EFTA00025624
Empire State,unknown,2,EFTA00026279; EFTA00018860
Part I Investment,unknown,2,EFTA00026279; EFTA00025624
Add Form,unknown,2,EFTA00026279; EFTA00025624
Credit Limitations,unknown,2,EFTA00026279; EFTA00025624
Foreign Income,unknown,2,EFTA00026279; EFTA00025624
Reduction Act,unknown,2,EFTA00026279; EFTA00025624
Income Tax,unknown,2,EFTA00026279; EFTA00025624
Investment Expenses,unknown,2,EFTA00026279; EFTA00025624
Payments Attributable,unknown,2,EFTA00026279; EFTA00025624
Taxpayer Declaration,unknown,2,EFTA00026279; EFTA00025624
Gains From,unknown,2,EFTA00026279; EFTA00025624
See Column,unknown,2,EFTA00026279; EFTA00025624
Property Under,unknown,2,EFTA00026279; EFTA00025624
Financial Assets,unknown,2,EFTA00026279; EFTA00025624
Allowed Against,unknown,2,EFTA00026279; EFTA00025624
Taxable Income,unknown,2,EFTA00026279; EFTA00025624
Total Deductions,unknown,2,EFTA00026279; EFTA00025624
Adjusted Gross,unknown,2,EFTA00026279; EFTA00025624
Fiscal Service,unknown,2,EFTA00026279; EFTA00025624
Allowable Credit,unknown,2,EFTA00026279; EFTA00025624
Deductions Form,unknown,2,EFTA00026279; EFTA00025624
